data,sku,categoria,demanda,estoque,preco,preco_ref,pred
2023-12-12,S001-P0001,Electronics,161,422,78.41,66.465,136.74889635385188
2023-12-13,S001-P0001,Electronics,40,279,52.83,66.465,107.8335997196794
2023-12-14,S001-P0001,Electronics,75,232,63.56,66.465,107.65608889755188
2023-12-15,S001-P0001,Electronics,69,151,58.53,66.465,115.11153656891395
2023-12-16,S001-P0001,Electronics,70,267,59.21,66.465,96.90893271167488
2023-12-17,S001-P0001,Electronics,36,220,57.75,66.465,96.95851874692887
2023-12-18,S001-P0001,Electronics,109,194,71.38,66.465,97.06716464554513
2023-12-19,S001-P0001,Electronics,118,67,69.63,66.465,107.99014552424521
2023-12-20,S001-P0001,Electronics,104,235,74.02,66.465,86.40120649140988
2023-12-21,S001-P0001,Electronics,136,412,73.32,66.465,107.69191073717361
2023-12-22,S001-P0001,Electronics,64,255,67.67,66.465,107.5976234458322
2023-12-23,S001-P0001,Electronics,89,184,70.41,66.465,86.43289111884692
2023-12-24,S001-P0001,Electronics,147,112,66.4,66.465,136.85898587850113
2023-12-25,S001-P0001,Electronics,72,206,55.88,66.465,115.49542613658153
2023-12-26,S001-P0001,Electronics,132,422,60.45,66.465,115.45407363771778
2023-12-27,S001-P0001,Electronics,51,303,51.49,66.465,71.75764496231878
2023-12-28,S001-P0001,Electronics,73,261,63.06,66.465,64.13811766484902
2023-12-29,S001-P0001,Electronics,90,183,70.67,66.465,64.09672388944607
2023-12-30,S001-P0001,Electronics,54,104,61.96,66.465,42.93005505519284
2023-12-31,S001-P0001,Electronics,60,259,63.43,66.465,53.48359008364549
2024-01-01,S001-P0001,Electronics,62,216,63.94,66.465,53.95653404239183
2024-01-02,S001-P0001,Electronics,31,150,56.35,66.465,53.858372802553525
2024-01-03,S001-P0001,Electronics,52,230,54.9,66.465,82.4794901501809
2024-01-04,S001-P0001,Electronics,47,173,50.78,66.465,72.00756988307026
2024-01-05,S001-P0001,Electronics,71,127,59.46,66.465,64.58103745066347
2024-01-06,S001-P0001,Electronics,52,186,46.04,66.465,82.60923401583459
2024-01-07,S001-P0001,Electronics,71,297,66.0,66.465,43.40138932736197
2024-01-08,S001-P0001,Electronics,28,224,46.91,66.465,82.75587586616872
2024-01-09,S001-P0001,Electronics,75,192,66.86,66.465,86.81552423252776
2024-01-10,S001-P0001,Electronics,98,117,65.22,66.465,86.74594599738606
2024-01-11,S001-P0001,Electronics,141,198,65.28,66.465,115.46903883737644
2024-01-12,S001-P0001,Electronics,83,227,68.78,66.465,96.96871938146506
2024-01-13,S001-P0001,Electronics,111,466,64.28,66.465,136.86506468293186
2024-01-14,S001-P0001,Electronics,74,337,63.17,66.465,86.91251167897934
2024-01-15,S001-P0001,Electronics,114,254,68.71,66.465,97.35703181352173
2024-01-16,S001-P0001,Electronics,31,164,53.71,66.465,86.8023763964867
2024-01-17,S001-P0001,Electronics,88,394,63.1,66.465,97.0744897806616
2024-01-18,S001-P0001,Electronics,86,327,69.59,66.465,107.85003567456721
2024-01-19,S001-P0001,Electronics,90,273,55.71,66.465,115.40592990838658
2024-01-20,S001-P0001,Electronics,141,196,78.34,66.465,108.04684142314481
2024-01-21,S001-P0001,Electronics,109,218,60.17,66.465,126.0332540099181
2024-01-22,S001-P0001,Electronics,218,372,90.63,66.465,136.98556544333576
2024-01-23,S001-P0001,Electronics,68,135,68.85,66.465,86.6684356769932
2024-01-24,S001-P0001,Electronics,98,441,58.06,66.465,125.79248622790493
2024-01-25,S001-P0001,Electronics,137,325,77.43,66.465,107.82280446836731
2024-01-26,S001-P0001,Electronics,72,237,69.69,66.465,96.75747729562498
2024-01-27,S001-P0001,Electronics,99,471,72.78,66.465,86.49167249166462
2024-01-28,S001-P0001,Electronics,139,371,82.25,66.465,97.03863395484048
2024-01-29,S001-P0001,Electronics,112,259,79.88,66.465,97.08205265136716
2024-01-30,S001-P0001,Electronics,111,383,71.56,66.465,86.68904931794813
2023-10-03,S001-P0002,Clothing,64,104,49.65,66.89500000000001,136.60629169050299
2023-10-04,S001-P0002,Clothing,242,92,86.92,66.89500000000001,136.4512864791731
2023-10-05,S001-P0002,Clothing,185,256,66.94,66.89500000000001,126.05681330773916
2023-10-06,S001-P0002,Clothing,97,82,65.62,66.89500000000001,107.52613583889041
2023-10-07,S001-P0002,Clothing,67,86,59.19,66.89500000000001,53.91158607149891
2023-10-08,S001-P0002,Clothing,191,99,81.63,66.89500000000001,93.19506684642738
2023-10-09,S001-P0002,Clothing,128,194,72.45,66.89500000000001,64.52242022192124
2023-10-10,S001-P0002,Clothing,161,180,79.66,66.89500000000001,54.027499761830306
2023-10-11,S001-P0002,Clothing,110,259,72.12,66.89500000000001,75.19717600073444
2023-10-12,S001-P0002,Clothing,141,174,75.24,66.89500000000001,53.819376710996316
2023-10-13,S001-P0002,Clothing,95,149,65.21,66.89500000000001,53.762868673224354
2023-10-14,S001-P0002,Clothing,184,200,80.23,66.89500000000001,82.75525389798139
2023-10-15,S001-P0002,Clothing,114,279,69.35,66.89500000000001,54.13198640017658
2023-10-16,S001-P0002,Clothing,54,156,59.31,66.89500000000001,54.20196568002185
2023-10-17,S001-P0002,Clothing,80,98,52.62,66.89500000000001,104.30312446552598
2023-10-18,S001-P0002,Clothing,156,141,66.15,66.89500000000001,82.87513509971541
2023-10-19,S001-P0002,Clothing,43,197,56.77,66.89500000000001,75.184327060196
2023-10-20,S001-P0002,Clothing,154,164,78.06,66.89500000000001,75.21630025334585
2023-10-21,S001-P0002,Clothing,90,198,60.7,66.89500000000001,75.48362013610786
2023-10-22,S001-P0002,Clothing,106,138,67.62,66.89500000000001,64.58561096453185
2023-10-23,S001-P0002,Clothing,153,124,61.49,66.89500000000001,93.61738260428329
2023-10-24,S001-P0002,Clothing,89,184,63.95,66.89500000000001,54.17679829516867
2023-10-25,S001-P0002,Clothing,185,123,80.28,66.89500000000001,136.68109815447644
2023-10-26,S001-P0002,Clothing,144,201,56.96,66.89500000000001,136.73602515013155
2023-10-27,S001-P0002,Clothing,66,191,55.89,66.89500000000001,118.87549689679534
2023-10-28,S001-P0002,Clothing,192,123,82.05,66.89500000000001,118.97684520487809
2023-10-29,S001-P0002,Clothing,92,181,68.08,66.89500000000001,119.09456062491053
2023-10-30,S001-P0002,Clothing,91,85,60.99,66.89500000000001,97.9457387415386
2023-10-31,S001-P0002,Clothing,61,81,52.09,66.89500000000001,97.86493131465446
2023-11-01,S001-P0002,Clothing,87,75,63.54,66.89500000000001,97.55654906113924
2023-11-02,S001-P0002,Clothing,61,99,60.86,66.89500000000001,118.771047774384
2023-11-03,S001-P0002,Clothing,95,116,55.51,66.89500000000001,126.32778007831178
2023-11-04,S001-P0002,Clothing,85,122,66.39,66.89500000000001,97.59404048235422
2023-11-05,S001-P0002,Clothing,94,168,65.12,66.89500000000001,97.81980446947966
2023-11-06,S001-P0002,Clothing,97,64,69.14,66.89500000000001,97.8304690975796
2023-11-07,S001-P0002,Clothing,153,114,58.47,66.89500000000001,126.71110422614939
2023-11-08,S001-P0002,Clothing,19,140,46.11,66.89500000000001,147.74534383345636
2023-11-09,S001-P0002,Clothing,99,120,66.07,66.89500000000001,97.56305670866871
2023-11-10,S001-P0002,Clothing,111,122,65.08,66.89500000000001,126.33403847073924
2023-11-11,S001-P0002,Clothing,115,108,55.64,66.89500000000001,126.59654860090856
2023-11-12,S001-P0002,Clothing,157,103,70.87,66.89500000000001,126.65602589064238
2023-11-13,S001-P0002,Clothing,147,184,76.66,66.89500000000001,108.33929517403138
2023-11-14,S001-P0002,Clothing,113,267,69.18,66.89500000000001,97.83687431208244
2023-11-15,S001-P0002,Clothing,104,158,52.99,66.89500000000001,126.601509738146
2023-11-16,S001-P0002,Clothing,66,137,59.0,66.89500000000001,107.9767147359645
2023-11-17,S001-P0002,Clothing,139,92,74.88,66.89500000000001,97.54907296526409
2023-11-18,S001-P0002,Clothing,119,115,59.33,66.89500000000001,126.6083174924481
2023-11-19,S001-P0002,Clothing,92,151,64.59,66.89500000000001,119.28270975715915
2023-11-20,S001-P0002,Clothing,21,166,38.87,66.89500000000001,126.92715979232906
2023-11-21,S001-P0002,Clothing,180,149,79.31,66.89500000000001,119.31320616550902
2023-11-22,S001-P0002,Clothing,116,204,73.55,66.89500000000001,108.07565721966635
2023-11-23,S001-P0002,Clothing,54,71,59.28,66.89500000000001,97.59572914591999
2023-11-24,S001-P0002,Clothing,68,79,53.34,66.89500000000001,108.09215868179693
2023-11-25,S001-P0002,Clothing,75,100,57.6,66.89500000000001,126.5319134737839
2023-11-26,S001-P0002,Clothing,131,102,77.0,66.89500000000001,119.25919142498812
2023-11-27,S001-P0002,Clothing,121,131,70.87,66.89500000000001,119.37390306296211
2023-11-28,S001-P0002,Clothing,58,153,54.34,66.89500000000001,97.96009113796126
2023-11-29,S001-P0002,Clothing,62,87,55.26,66.89500000000001,119.11826143899619
2023-11-30,S001-P0002,Clothing,165,107,80.57,66.89500000000001,107.9824467787192
2023-12-01,S001-P0002,Clothing,156,189,58.96,66.89500000000001,150.53749154251602
2023-12-02,S001-P0002,Clothing,83,276,59.27,66.89500000000001,110.86872101155951
2023-12-03,S001-P0002,Clothing,78,213,58.57,66.89500000000001,110.97720300772637
2023-12-04,S001-P0002,Clothing,191,142,81.66,66.89500000000001,139.77881592959636
2023-12-05,S001-P0002,Clothing,127,161,72.28,66.89500000000001,110.94489323519157
2023-12-06,S001-P0002,Clothing,114,178,69.37,66.89500000000001,121.73774155495192
2023-12-07,S001-P0002,Clothing,154,161,74.11,66.89500000000001,110.65474295596418
2023-12-08,S001-P0002,Clothing,129,164,72.69,66.89500000000001,110.67416857192228
2023-12-09,S001-P0002,Clothing,95,190,61.96,66.89500000000001,100.42097900372207
2023-12-10,S001-P0002,Clothing,143,81,71.91,66.89500000000001,100.58227057137182
2023-12-11,S001-P0002,Clothing,43,166,56.75,66.89500000000001,100.5832574366338
2023-12-12,S001-P0002,Clothing,130,125,69.05,66.89500000000001,150.65019372197727
2023-12-13,S001-P0002,Clothing,177,152,78.71,66.89500000000001,121.7897374186239
2023-12-14,S001-P0002,Clothing,111,158,65.27,66.89500000000001,121.61222659649638
2023-12-15,S001-P0002,Clothing,188,175,85.49,66.89500000000001,100.21423960184342
2023-12-16,S001-P0002,Clothing,66,193,62.11,66.89500000000001,110.75538974898122
2023-12-17,S001-P0002,Clothing,107,129,67.87,66.89500000000001,110.96949677669247
2023-12-18,S001-P0002,Clothing,170,151,81.66,66.89500000000001,110.96846201367055
2023-12-19,S001-P0002,Clothing,133,213,77.44,66.89500000000001,121.83660256155154
2023-12-20,S001-P0002,Clothing,206,68,79.92,66.89500000000001,129.15593852555028
2023-12-21,S001-P0002,Clothing,184,213,80.27,66.89500000000001,150.33696210967585
2023-12-22,S001-P0002,Clothing,148,239,68.75,66.89500000000001,150.4071958107917
2023-12-23,S001-P0002,Clothing,131,100,62.11,66.89500000000001,129.18762315298733
2023-12-24,S001-P0002,Clothing,127,132,61.43,66.89500000000001,150.70544291580748
2023-12-25,S001-P0002,Clothing,64,113,61.52,66.89500000000001,100.54328883869195
2023-12-26,S001-P0002,Clothing,154,106,74.03,66.89500000000001,100.55677667064725
2023-12-27,S001-P0002,Clothing,96,170,51.68,66.89500000000001,85.76862299208236
2023-12-28,S001-P0002,Clothing,150,78,61.74,66.89500000000001,106.94769002980851
2023-12-29,S001-P0002,Clothing,253,177,99.66,66.89500000000001,78.10770191920966
2023-12-30,S001-P0002,Clothing,97,210,62.13,66.89500000000001,56.941033084956416
2023-12-31,S001-P0002,Clothing,141,121,75.21,66.89500000000001,67.43972778258998
2024-01-01,S001-P0002,Clothing,105,149,57.3,66.89500000000001,96.71126607653223
2024-01-02,S001-P0002,Clothing,172,145,77.85,66.89500000000001,67.81451050149802
2024-01-03,S001-P0002,Clothing,156,203,70.58,66.89500000000001,96.38078751830632
2024-01-04,S001-P0002,Clothing,115,165,66.2,66.89500000000001,57.11027291599977
2024-01-05,S001-P0002,Clothing,62,156,55.01,66.89500000000001,78.53717514960798
2024-01-06,S001-P0002,Clothing,157,110,74.57,66.89500000000001,67.71193704876409
2024-01-07,S001-P0002,Clothing,132,157,62.39,66.89500000000001,86.21096169232146
2024-01-08,S001-P0002,Clothing,172,131,77.67,66.89500000000001,67.9134192299173
2024-01-09,S001-P0002,Clothing,73,158,54.47,66.89500000000001,100.88134259311042
2024-01-10,S001-P0002,Clothing,147,86,76.49,66.89500000000001,100.59240303469241
2024-01-11,S001-P0002,Clothing,111,147,65.25,66.89500000000001,100.51690153948687
2024-01-12,S001-P0002,Clothing,131,169,73.1,66.89500000000001,110.92485708040957
2024-01-13,S001-P0002,Clothing,103,191,70.62,66.89500000000001,121.9677677158614
2024-01-14,S001-P0002,Clothing,119,102,67.02,66.89500000000001,100.81380904710477
2024-01-15,S001-P0002,Clothing,123,111,56.35,66.89500000000001,140.1666041784812
2024-01-16,S001-P0002,Clothing,153,104,65.64,66.89500000000001,129.6119487614462
2024-01-17,S001-P0002,Clothing,115,179,65.95,66.89500000000001,111.0306274796061
2024-01-18,S001-P0002,Clothing,134,200,73.82,66.89500000000001,121.75133304269262
2024-01-19,S001-P0002,Clothing,39,187,50.26,66.89500000000001,100.50863294131608
2024-01-20,S001-P0002,Clothing,120,145,60.02,66.89500000000001,150.74673312646613
2024-01-21,S001-P0002,Clothing,121,145,70.84,66.89500000000001,111.13595704284761
2024-01-22,S001-P0002,Clothing,147,198,76.48,66.89500000000001,122.14310880708437
2024-01-23,S001-P0002,Clothing,71,226,56.87,66.89500000000001,100.73425403757588
2024-01-24,S001-P0002,Clothing,150,142,65.73,66.89500000000001,139.69378359603036
2024-01-25,S001-P0002,Clothing,91,164,48.2,66.89500000000001,150.6323768333268
2024-01-26,S001-P0002,Clothing,144,67,71.85,66.89500000000001,139.5122093297654
2024-01-27,S001-P0002,Clothing,125,156,56.71,66.89500000000001,129.41092551826227
2024-01-28,S001-P0002,Clothing,114,210,73.11,66.89500000000001,110.99477165378498
2024-01-29,S001-P0002,Clothing,64,111,61.6,66.89500000000001,111.03819035031167
2024-01-30,S001-P0002,Clothing,119,136,70.55,66.89500000000001,100.53550635525448
2023-10-03,S001-P0003,Clothing,86,101,56.17,55.055,107.75285702448795
2023-10-04,S001-P0003,Clothing,99,399,55.75,55.055,107.65269214397719
2023-10-05,S001-P0003,Clothing,148,298,55.02,55.055,125.94713264610101
2023-10-06,S001-P0003,Clothing,174,889,65.82,55.055,136.3247301740863
2023-10-07,S001-P0003,Clothing,67,734,47.35,55.055,53.91158607149891
2023-10-08,S001-P0003,Clothing,114,662,58.43,55.055,64.45131284205056
2023-10-09,S001-P0003,Clothing,87,577,48.14,55.055,93.26617422629806
2023-10-10,S001-P0003,Clothing,145,513,67.48,55.055,54.027499761830306
2023-10-11,S001-P0003,Clothing,191,397,65.37,55.055,103.99577033593036
2023-10-12,S001-P0003,Clothing,76,242,54.17,55.055,53.764536380177226
2023-10-13,S001-P0003,Clothing,57,175,48.09,55.055,53.817709004043444
2023-10-14,S001-P0003,Clothing,67,784,49.95,55.055,53.95665956278548
2023-10-15,S001-P0003,Clothing,80,726,49.7,55.055,54.18682673099567
2023-10-16,S001-P0003,Clothing,76,663,51.49,55.055,54.20196568002185
2023-10-17,S001-P0003,Clothing,230,591,59.82,55.055,104.41280512716416
2023-10-18,S001-P0003,Clothing,108,320,45.26,55.055,82.92997543053448
2023-10-19,S001-P0003,Clothing,114,227,43.92,55.055,104.14744238784917
2023-10-20,S001-P0003,Clothing,150,101,61.81,55.055,75.27114058416494
2023-10-21,S001-P0003,Clothing,140,818,60.13,55.055,75.42877980528878
2023-10-22,S001-P0003,Clothing,105,681,56.78,55.055,64.58561096453185
2023-10-23,S001-P0003,Clothing,167,557,57.45,55.055,93.5625422734642
2023-10-24,S001-P0003,Clothing,80,374,55.02,55.055,54.17679829516867
2023-10-25,S001-P0003,Clothing,150,295,58.29,55.055,136.73593848529555
2023-10-26,S001-P0003,Clothing,87,140,56.38,55.055,107.77290982247838
2023-10-27,S001-P0003,Clothing,82,741,52.59,55.055,118.76581623515717
2023-10-28,S001-P0003,Clothing,131,686,61.65,55.055,118.97684520487809
2023-10-29,S001-P0003,Clothing,174,591,65.98,55.055,119.14940095572962
2023-10-30,S001-P0003,Clothing,86,455,53.36,55.055,97.83605807990045
2023-10-31,S001-P0003,Clothing,106,387,54.17,55.055,97.81009098383538
2023-11-01,S001-P0003,Clothing,119,285,53.39,55.055,97.66622972277742
2023-11-02,S001-P0003,Clothing,113,875,61.4,55.055,118.771047774384
2023-11-03,S001-P0003,Clothing,70,746,45.31,55.055,97.58402607393492
2023-11-04,S001-P0003,Clothing,86,667,50.75,55.055,97.64888081317329
2023-11-05,S001-P0003,Clothing,102,595,53.49,55.055,97.81980446947966
2023-11-06,S001-P0003,Clothing,140,495,56.55,55.055,126.6839037635946
2023-11-07,S001-P0003,Clothing,105,409,53.85,55.055,97.85766956013438
2023-11-08,S001-P0003,Clothing,214,289,72.73,55.055,147.74534383345636
2023-11-09,S001-P0003,Clothing,96,49,52.35,55.055,97.61789703948779
2023-11-10,S001-P0003,Clothing,115,569,61.71,55.055,97.53544413554334
2023-11-11,S001-P0003,Clothing,128,437,54.56,55.055,126.54170827008949
2023-11-12,S001-P0003,Clothing,138,1242,49.68,55.055,126.82054688309964
2023-11-13,S001-P0003,Clothing,159,1092,63.29,55.055,108.39413550485045
2023-11-14,S001-P0003,Clothing,130,907,48.45,55.055,126.7999896397356
2023-11-15,S001-P0003,Clothing,149,816,58.45,55.055,126.43698874568875
2023-11-16,S001-P0003,Clothing,120,716,59.53,55.055,107.9767147359645
2023-11-17,S001-P0003,Clothing,107,576,51.44,55.055,97.65875362690227
2023-11-18,S001-P0003,Clothing,154,484,62.41,55.055,126.49863683080991
2023-11-19,S001-P0003,Clothing,130,318,52.15,55.055,148.08130409235505
2023-11-20,S001-P0003,Clothing,125,221,60.56,55.055,97.96404446467594
2023-11-21,S001-P0003,Clothing,107,82,54.17,55.055,119.31320616550902
2023-11-22,S001-P0003,Clothing,139,656,63.13,55.055,108.13049755048544
2023-11-23,S001-P0003,Clothing,125,507,57.24,55.055,126.39432348111589
2023-11-24,S001-P0003,Clothing,102,368,53.41,55.055,108.03731835097786
2023-11-25,S001-P0003,Clothing,90,275,48.7,55.055,97.84299980022618
2023-11-26,S001-P0003,Clothing,178,179,63.13,55.055,119.36887208662628
2023-11-27,S001-P0003,Clothing,144,524,50.59,55.055,148.28217805979617
2023-11-28,S001-P0003,Clothing,41,382,40.57,55.055,98.01493146878033
2023-11-29,S001-P0003,Clothing,103,341,53.58,55.055,119.17310176981526
2023-11-30,S001-P0003,Clothing,135,1032,56.13,55.055,108.09212744035736
2023-12-01,S001-P0003,Clothing,227,888,63.42,55.055,150.48265121169695
2023-12-02,S001-P0003,Clothing,209,704,67.89,55.055,139.61247501593633
2023-12-03,S001-P0003,Clothing,181,561,74.56,55.055,110.92236267690728
2023-12-04,S001-P0003,Clothing,134,390,65.38,55.055,110.98022159440046
2023-12-05,S001-P0003,Clothing,133,1069,55.85,55.055,110.99973356601065
2023-12-06,S001-P0003,Clothing,183,941,56.96,55.055,150.59117622096687
2023-12-07,S001-P0003,Clothing,123,722,60.14,55.055,110.59990262514509
2023-12-08,S001-P0003,Clothing,92,629,51.71,55.055,110.67416857192228
2023-12-09,S001-P0003,Clothing,162,534,57.15,55.055,129.21957333891797
2023-12-10,S001-P0003,Clothing,201,408,55.83,55.055,129.49054556820593
2023-12-11,S001-P0003,Clothing,203,195,67.3,55.055,100.69293809827195
2023-12-12,S001-P0003,Clothing,181,31,55.9,55.055,150.81471471443453
2023-12-13,S001-P0003,Clothing,130,586,61.44,55.055,121.68005675698573
2023-12-14,S001-P0003,Clothing,133,434,65.25,55.055,121.5573862656773
2023-12-15,S001-P0003,Clothing,71,1195,48.04,55.055,100.26907993266252
2023-12-16,S001-P0003,Clothing,187,1147,61.06,55.055,139.6088244149962
2023-12-17,S001-P0003,Clothing,114,957,55.46,55.055,111.02433710751154
2023-12-18,S001-P0003,Clothing,176,866,55.19,55.055,139.9315773413237
2023-12-19,S001-P0003,Clothing,129,706,58.01,55.055,150.63519689674743
2023-12-20,S001-P0003,Clothing,179,588,66.9,55.055,100.35734419035438
2023-12-21,S001-P0003,Clothing,192,467,65.56,55.055,121.64804843611812
2023-12-22,S001-P0003,Clothing,162,328,67.27,55.055,121.60860147559579
2023-12-23,S001-P0003,Clothing,134,183,59.04,55.055,100.38902881779143
2023-12-24,S001-P0003,Clothing,135,903,59.02,55.055,121.96168891143066
2023-12-25,S001-P0003,Clothing,100,809,55.92,55.055,100.59812916951103
2023-12-26,S001-P0003,Clothing,91,701,48.83,55.055,100.55677667064725
2023-12-27,S001-P0003,Clothing,128,646,51.4,55.055,85.71378266126328
2023-12-28,S001-P0003,Clothing,183,554,67.36,55.055,78.1490956946126
2023-12-29,S001-P0003,Clothing,153,346,62.13,55.055,78.16254225002874
2023-12-30,S001-P0003,Clothing,80,233,49.5,55.055,56.941033084956416
2023-12-31,S001-P0003,Clothing,4,183,40.36,55.055,67.3848874517709
2024-01-01,S001-P0003,Clothing,104,914,59.56,55.055,67.85783141051724
2024-01-02,S001-P0003,Clothing,126,792,54.56,55.055,67.8693508323171
2024-01-03,S001-P0003,Clothing,175,646,69.7,55.055,67.6370335139295
2024-01-04,S001-P0003,Clothing,78,499,54.54,55.055,57.05543258518068
2024-01-05,S001-P0003,Clothing,161,438,53.02,55.055,107.39060981562298
2024-01-06,S001-P0003,Clothing,188,314,54.04,55.055,96.56537171477909
2024-01-07,S001-P0003,Clothing,108,948,57.4,55.055,57.35752702630647
2024-01-08,S001-P0003,Clothing,108,830,54.28,55.055,96.60233290347504
2024-01-09,S001-P0003,Clothing,54,757,45.1,55.055,100.82650226229134
2024-01-10,S001-P0003,Clothing,124,725,45.24,55.055,129.55551836234554
2024-01-11,S001-P0003,Clothing,168,598,54.7,55.055,129.37033620550187
2024-01-12,S001-P0003,Clothing,105,466,59.77,55.055,110.87001674959048
2024-01-13,S001-P0003,Clothing,125,356,63.7,55.055,121.9677677158614
2024-01-14,S001-P0003,Clothing,66,247,49.65,55.055,100.81380904710477
2024-01-15,S001-P0003,Clothing,107,827,51.47,55.055,111.31316951246623
