data,sku,categoria,demanda,estoque,preco,preco_ref,pred
2023-12-19,S001-P0001,Electronics,118,67,69.63,66.465,107.63189
2023-12-20,S001-P0001,Electronics,104,235,74.02,66.465,86.51203
2023-12-21,S001-P0001,Electronics,136,412,73.32,66.465,105.10317
2023-12-22,S001-P0001,Electronics,64,255,67.67,66.465,103.90841
2023-12-23,S001-P0001,Electronics,89,184,70.41,66.465,85.919846
2023-12-24,S001-P0001,Electronics,147,112,66.4,66.465,132.22014
2023-12-25,S001-P0001,Electronics,72,206,55.88,66.465,109.4987
2023-12-26,S001-P0001,Electronics,132,422,60.45,66.465,110.53019
2023-12-27,S001-P0001,Electronics,51,303,51.49,66.465,64.809746
2023-12-28,S001-P0001,Electronics,73,261,63.06,66.465,58.453217
2023-12-29,S001-P0001,Electronics,90,183,70.67,66.465,59.559044
2023-12-30,S001-P0001,Electronics,54,104,61.96,66.465,47.047382
2023-12-31,S001-P0001,Electronics,60,259,63.43,66.465,53.24981
2024-01-01,S001-P0001,Electronics,62,216,63.94,66.465,51.357353
2024-01-02,S001-P0001,Electronics,31,150,56.35,66.465,52.695618
2024-01-03,S001-P0001,Electronics,52,230,54.9,66.465,72.98347
2024-01-04,S001-P0001,Electronics,47,173,50.78,66.465,62.599495
2024-01-05,S001-P0001,Electronics,71,127,59.46,66.465,56.653706
2024-01-06,S001-P0001,Electronics,52,186,46.04,66.465,72.27436
2024-01-07,S001-P0001,Electronics,71,297,66.0,66.465,46.67709
2024-01-08,S001-P0001,Electronics,28,224,46.91,66.465,69.27859
2024-01-09,S001-P0001,Electronics,75,192,66.86,66.465,83.03288
2024-01-10,S001-P0001,Electronics,98,117,65.22,66.465,83.81388
2024-01-11,S001-P0001,Electronics,141,198,65.28,66.465,110.19209
2024-01-12,S001-P0001,Electronics,83,227,68.78,66.465,94.65987
2024-01-13,S001-P0001,Electronics,111,466,64.28,66.465,134.83757
2024-01-14,S001-P0001,Electronics,74,337,63.17,66.465,83.38928
2024-01-15,S001-P0001,Electronics,114,254,68.71,66.465,94.36218
2024-01-16,S001-P0001,Electronics,31,164,53.71,66.465,82.74324
2024-01-17,S001-P0001,Electronics,88,394,63.1,66.465,96.515564
2024-01-18,S001-P0001,Electronics,86,327,69.59,66.465,101.59677
2024-01-19,S001-P0001,Electronics,90,273,55.71,66.465,107.92904
2024-01-20,S001-P0001,Electronics,141,196,78.34,66.465,104.39728
2024-01-21,S001-P0001,Electronics,109,218,60.17,66.465,120.97637
2024-01-22,S001-P0001,Electronics,218,372,90.63,66.465,134.1183
2024-01-23,S001-P0001,Electronics,68,135,68.85,66.465,83.03288
2024-01-24,S001-P0001,Electronics,98,441,58.06,66.465,123.27468
2024-01-25,S001-P0001,Electronics,137,325,77.43,66.465,101.91491
2024-01-26,S001-P0001,Electronics,72,237,69.69,66.465,94.482635
2024-01-27,S001-P0001,Electronics,99,471,72.78,66.465,83.5324
2024-01-28,S001-P0001,Electronics,139,371,82.25,66.465,93.74296
2024-01-29,S001-P0001,Electronics,112,259,79.88,66.465,94.08848
2024-01-30,S001-P0001,Electronics,111,383,71.56,66.465,82.86273
2023-10-03,S001-P0002,Clothing,64,104,49.65,66.89500000000001,133.64293
2023-10-04,S001-P0002,Clothing,242,92,86.92,66.89500000000001,134.41284
2023-10-05,S001-P0002,Clothing,185,256,66.94,66.89500000000001,121.51241
2023-10-06,S001-P0002,Clothing,97,82,65.62,66.89500000000001,101.51692
2023-10-07,S001-P0002,Clothing,67,86,59.19,66.89500000000001,88.29595
2023-10-08,S001-P0002,Clothing,191,99,81.63,66.89500000000001,124.81095
2023-10-09,S001-P0002,Clothing,128,194,72.45,66.89500000000001,96.63564
2023-10-10,S001-P0002,Clothing,161,180,79.66,66.89500000000001,88.51016
2023-10-11,S001-P0002,Clothing,110,259,72.12,66.89500000000001,105.35938
2023-10-12,S001-P0002,Clothing,141,174,75.24,66.89500000000001,89.30523
2023-10-13,S001-P0002,Clothing,95,149,65.21,66.89500000000001,89.85702
2023-10-14,S001-P0002,Clothing,184,200,80.23,66.89500000000001,112.7044
2023-10-15,S001-P0002,Clothing,114,279,69.35,66.89500000000001,90.4962
2023-10-16,S001-P0002,Clothing,54,156,59.31,66.89500000000001,88.5792
2023-10-17,S001-P0002,Clothing,80,98,52.62,66.89500000000001,133.1792
2023-10-18,S001-P0002,Clothing,156,141,66.15,66.89500000000001,111.964874
2023-10-19,S001-P0002,Clothing,43,197,56.77,66.89500000000001,106.798
2023-10-20,S001-P0002,Clothing,154,164,78.06,66.89500000000001,107.34162
2023-10-21,S001-P0002,Clothing,90,198,60.7,66.89500000000001,105.02025
2023-10-22,S001-P0002,Clothing,106,138,67.62,66.89500000000001,99.22364
2023-10-23,S001-P0002,Clothing,153,124,61.49,66.89500000000001,121.94947
2023-10-24,S001-P0002,Clothing,89,184,63.95,66.89500000000001,88.41072
2023-10-25,S001-P0002,Clothing,185,123,80.28,66.89500000000001,135.04701
2023-10-26,S001-P0002,Clothing,144,201,56.96,66.89500000000001,131.0388
2023-10-27,S001-P0002,Clothing,66,191,55.89,66.89500000000001,111.037285
2023-10-28,S001-P0002,Clothing,192,123,82.05,66.89500000000001,113.78713
2023-10-29,S001-P0002,Clothing,92,181,68.08,66.89500000000001,112.82819
2023-10-30,S001-P0002,Clothing,91,85,60.99,66.89500000000001,91.05101
2023-10-31,S001-P0002,Clothing,61,81,52.09,66.89500000000001,91.21409
2023-11-01,S001-P0002,Clothing,87,75,63.54,66.89500000000001,91.44529
2023-11-02,S001-P0002,Clothing,61,99,60.86,66.89500000000001,114.05856
2023-11-03,S001-P0002,Clothing,95,116,55.51,66.89500000000001,120.13195
2023-11-04,S001-P0002,Clothing,85,122,66.39,66.89500000000001,91.98399
2023-11-05,S001-P0002,Clothing,94,168,65.12,66.89500000000001,93.32941
2023-11-06,S001-P0002,Clothing,97,64,69.14,66.89500000000001,92.83603
2023-11-07,S001-P0002,Clothing,153,114,58.47,66.89500000000001,120.20345
2023-11-08,S001-P0002,Clothing,19,140,46.11,66.89500000000001,148.43687
2023-11-09,S001-P0002,Clothing,99,120,66.07,66.89500000000001,91.381935
2023-11-10,S001-P0002,Clothing,111,122,65.08,66.89500000000001,121.140144
2023-11-11,S001-P0002,Clothing,115,108,55.64,66.89500000000001,120.647545
2023-11-12,S001-P0002,Clothing,157,103,70.87,66.89500000000001,121.53472
2023-11-13,S001-P0002,Clothing,147,184,76.66,66.89500000000001,101.88413
2023-11-14,S001-P0002,Clothing,113,267,69.18,66.89500000000001,91.16032
2023-11-15,S001-P0002,Clothing,104,158,52.99,66.89500000000001,120.39002
2023-11-16,S001-P0002,Clothing,66,137,59.0,66.89500000000001,102.16328
2023-11-17,S001-P0002,Clothing,139,92,74.88,66.89500000000001,93.0375
2023-11-18,S001-P0002,Clothing,119,115,59.33,66.89500000000001,120.378105
2023-11-19,S001-P0002,Clothing,92,151,64.59,66.89500000000001,114.12521
2023-11-20,S001-P0002,Clothing,21,166,38.87,66.89500000000001,119.25695
2023-11-21,S001-P0002,Clothing,180,149,79.31,66.89500000000001,113.66006
2023-11-22,S001-P0002,Clothing,116,204,73.55,66.89500000000001,103.46132
2023-11-23,S001-P0002,Clothing,54,71,59.28,66.89500000000001,92.14535
2023-11-24,S001-P0002,Clothing,68,79,53.34,66.89500000000001,101.80312
2023-11-25,S001-P0002,Clothing,75,100,57.6,66.89500000000001,121.58928
2023-11-26,S001-P0002,Clothing,131,102,77.0,66.89500000000001,115.22368
2023-11-27,S001-P0002,Clothing,121,131,70.87,66.89500000000001,113.15479
2023-11-28,S001-P0002,Clothing,58,153,54.34,66.89500000000001,90.54723
2023-11-29,S001-P0002,Clothing,62,87,55.26,66.89500000000001,114.61299
2023-11-30,S001-P0002,Clothing,165,107,80.57,66.89500000000001,102.8777
2023-12-01,S001-P0002,Clothing,156,189,58.96,66.89500000000001,163.86703
2023-12-02,S001-P0002,Clothing,83,276,59.27,66.89500000000001,121.61475
2023-12-03,S001-P0002,Clothing,78,213,58.57,66.89500000000001,121.72162
2023-12-04,S001-P0002,Clothing,191,142,81.66,66.89500000000001,151.57826
2023-12-05,S001-P0002,Clothing,127,161,72.28,66.89500000000001,121.650635
2023-12-06,S001-P0002,Clothing,114,178,69.37,66.89500000000001,133.07655
2023-12-07,S001-P0002,Clothing,154,161,74.11,66.89500000000001,121.65331
2023-12-08,S001-P0002,Clothing,129,164,72.69,66.89500000000001,122.09073
2023-12-09,S001-P0002,Clothing,95,190,61.96,66.89500000000001,109.95687
2023-12-10,S001-P0002,Clothing,143,81,71.91,66.89500000000001,109.32775
2023-12-11,S001-P0002,Clothing,43,166,56.75,66.89500000000001,109.96543
2023-12-12,S001-P0002,Clothing,130,125,69.05,66.89500000000001,167.76347
2023-12-13,S001-P0002,Clothing,177,152,78.71,66.89500000000001,132.5505
2023-12-14,S001-P0002,Clothing,111,158,65.27,66.89500000000001,133.36536
2023-12-15,S001-P0002,Clothing,188,175,85.49,66.89500000000001,109.509056
2023-12-16,S001-P0002,Clothing,66,193,62.11,66.89500000000001,123.10133
2023-12-17,S001-P0002,Clothing,107,129,67.87,66.89500000000001,121.72162
2023-12-18,S001-P0002,Clothing,170,151,81.66,66.89500000000001,121.37299
2023-12-19,S001-P0002,Clothing,133,213,77.44,66.89500000000001,133.51688
2023-12-20,S001-P0002,Clothing,206,68,79.92,66.89500000000001,139.54034
2023-12-21,S001-P0002,Clothing,184,213,80.27,66.89500000000001,164.90556
2023-12-22,S001-P0002,Clothing,148,239,68.75,66.89500000000001,164.8878
2023-12-23,S001-P0002,Clothing,131,100,62.11,66.89500000000001,139.60783
2023-12-24,S001-P0002,Clothing,127,132,61.43,66.89500000000001,164.55177
2023-12-25,S001-P0002,Clothing,64,113,61.52,66.89500000000001,109.96543
2023-12-26,S001-P0002,Clothing,154,106,74.03,66.89500000000001,109.30027
2023-12-27,S001-P0002,Clothing,96,170,51.68,66.89500000000001,127.62127
2023-12-28,S001-P0002,Clothing,150,78,61.74,66.89500000000001,149.22237
2023-12-29,S001-P0002,Clothing,253,177,99.66,66.89500000000001,121.55516
2023-12-30,S001-P0002,Clothing,97,210,62.13,66.89500000000001,103.10211
2023-12-31,S001-P0002,Clothing,141,121,75.21,66.89500000000001,112.38214
2024-01-01,S001-P0002,Clothing,105,149,57.3,66.89500000000001,137.74484
2024-01-02,S001-P0002,Clothing,172,145,77.85,66.89500000000001,112.17217
2024-01-03,S001-P0002,Clothing,156,203,70.58,66.89500000000001,138.37817
2024-01-04,S001-P0002,Clothing,115,165,66.2,66.89500000000001,105.93545
2024-01-05,S001-P0002,Clothing,62,156,55.01,66.89500000000001,122.40558
2024-01-06,S001-P0002,Clothing,157,110,74.57,66.89500000000001,111.569214
2024-01-07,S001-P0002,Clothing,132,157,62.39,66.89500000000001,130.05177
2024-01-08,S001-P0002,Clothing,172,131,77.67,66.89500000000001,112.07653
2024-01-09,S001-P0002,Clothing,73,158,54.47,66.89500000000001,109.74889
2024-01-10,S001-P0002,Clothing,147,86,76.49,66.89500000000001,111.124016
2024-01-11,S001-P0002,Clothing,111,147,65.25,66.89500000000001,111.06689
2024-01-12,S001-P0002,Clothing,131,169,73.1,66.89500000000001,124.74781
2024-01-13,S001-P0002,Clothing,103,191,70.62,66.89500000000001,137.38658
2024-01-14,S001-P0002,Clothing,119,102,67.02,66.89500000000001,110.02582
2024-01-15,S001-P0002,Clothing,123,111,56.35,66.89500000000001,153.78624
2024-01-16,S001-P0002,Clothing,153,104,65.64,66.89500000000001,139.59192
2024-01-17,S001-P0002,Clothing,115,179,65.95,66.89500000000001,124.11701
2024-01-18,S001-P0002,Clothing,134,200,73.82,66.89500000000001,136.07019
2024-01-19,S001-P0002,Clothing,39,187,50.26,66.89500000000001,109.31125
2024-01-20,S001-P0002,Clothing,120,145,60.02,66.89500000000001,169.26527
2024-01-21,S001-P0002,Clothing,121,145,70.84,66.89500000000001,124.47233
2024-01-22,S001-P0002,Clothing,147,198,76.48,66.89500000000001,134.70512
2024-01-23,S001-P0002,Clothing,71,226,56.87,66.89500000000001,109.74889
2024-01-24,S001-P0002,Clothing,150,142,65.73,66.89500000000001,157.07562
2024-01-25,S001-P0002,Clothing,91,164,48.2,66.89500000000001,166.47804
2024-01-26,S001-P0002,Clothing,144,67,71.85,66.89500000000001,156.77208
2024-01-27,S001-P0002,Clothing,125,156,56.71,66.89500000000001,139.79214
2024-01-28,S001-P0002,Clothing,114,210,73.11,66.89500000000001,125.11518
2024-01-29,S001-P0002,Clothing,64,111,61.6,66.89500000000001,123.83579
2024-01-30,S001-P0002,Clothing,119,136,70.55,66.89500000000001,110.92242
2023-10-03,S001-P0003,Clothing,86,101,56.17,55.055,102.151634
2023-10-04,S001-P0003,Clothing,99,399,55.75,55.055,102.2649
2023-10-05,S001-P0003,Clothing,148,298,55.02,55.055,120.996124
2023-10-06,S001-P0003,Clothing,174,889,65.82,55.055,132.21002
2023-10-07,S001-P0003,Clothing,67,734,47.35,55.055,88.29595
2023-10-08,S001-P0003,Clothing,114,662,58.43,55.055,98.64263
2023-10-09,S001-P0003,Clothing,87,577,48.14,55.055,122.37121
2023-10-10,S001-P0003,Clothing,145,513,67.48,55.055,88.51016
2023-10-11,S001-P0003,Clothing,191,397,65.37,55.055,133.54305
2023-10-12,S001-P0003,Clothing,76,242,54.17,55.055,89.32796
2023-10-13,S001-P0003,Clothing,57,175,48.09,55.055,89.834206
2023-10-14,S001-P0003,Clothing,67,784,49.95,55.055,88.4675
2023-10-15,S001-P0003,Clothing,80,726,49.7,55.055,90.38464
2023-10-16,S001-P0003,Clothing,76,663,51.49,55.055,88.5792
2023-10-17,S001-P0003,Clothing,230,591,59.82,55.055,132.39175
2023-10-18,S001-P0003,Clothing,108,320,45.26,55.055,112.1593
2023-10-19,S001-P0003,Clothing,114,227,43.92,55.055,132.50424
2023-10-20,S001-P0003,Clothing,150,101,61.81,55.055,106.807755
2023-10-21,S001-P0003,Clothing,140,818,60.13,55.055,105.22173
2023-10-22,S001-P0003,Clothing,105,681,56.78,55.055,99.22364
2023-10-23,S001-P0003,Clothing,167,557,57.45,55.055,121.82247
2023-10-24,S001-P0003,Clothing,80,374,55.02,55.055,88.41072
2023-10-25,S001-P0003,Clothing,150,295,58.29,55.055,134.41284
2023-10-26,S001-P0003,Clothing,87,140,56.38,55.055,101.97088
2023-10-27,S001-P0003,Clothing,82,741,52.59,55.055,112.08037
2023-10-28,S001-P0003,Clothing,131,686,61.65,55.055,113.78713
2023-10-29,S001-P0003,Clothing,174,591,65.98,55.055,112.13801
2023-10-30,S001-P0003,Clothing,86,455,53.36,55.055,91.533455
2023-10-31,S001-P0003,Clothing,106,387,54.17,55.055,91.46921
2023-11-01,S001-P0003,Clothing,119,285,53.39,55.055,90.091606
2023-11-02,S001-P0003,Clothing,113,875,61.4,55.055,114.05856
2023-11-03,S001-P0003,Clothing,70,746,45.31,55.055,90.651596
2023-11-04,S001-P0003,Clothing,86,667,50.75,55.055,91.1957
2023-11-05,S001-P0003,Clothing,102,595,53.49,55.055,93.32941
2023-11-06,S001-P0003,Clothing,140,495,56.55,55.055,119.59611
2023-11-07,S001-P0003,Clothing,105,409,53.85,55.055,91.17235
2023-11-08,S001-P0003,Clothing,214,289,72.73,55.055,148.43687
2023-11-09,S001-P0003,Clothing,96,49,52.35,55.055,91.09751
2023-11-10,S001-P0003,Clothing,115,569,61.71,55.055,92.60748
2023-11-11,S001-P0003,Clothing,128,437,54.56,55.055,121.2287
2023-11-12,S001-P0003,Clothing,138,1242,49.68,55.055,118.80027
2023-11-13,S001-P0003,Clothing,159,1092,63.29,55.055,101.58082
2023-11-14,S001-P0003,Clothing,130,907,48.45,55.055,119.56225
2023-11-15,S001-P0003,Clothing,149,816,58.45,55.055,121.32675
2023-11-16,S001-P0003,Clothing,120,716,59.53,55.055,102.16328
2023-11-17,S001-P0003,Clothing,107,576,51.44,55.055,91.78581
2023-11-18,S001-P0003,Clothing,154,484,62.41,55.055,121.58928
2023-11-19,S001-P0003,Clothing,130,318,52.15,55.055,145.20888
2023-11-20,S001-P0003,Clothing,125,221,60.56,55.055,91.80893
2023-11-21,S001-P0003,Clothing,107,82,54.17,55.055,113.66006
2023-11-22,S001-P0003,Clothing,139,656,63.13,55.055,102.68284
2023-11-23,S001-P0003,Clothing,125,507,57.24,55.055,121.17518
2023-11-24,S001-P0003,Clothing,102,368,53.41,55.055,102.65039
2023-11-25,S001-P0003,Clothing,90,275,48.7,55.055,90.848015
2023-11-26,S001-P0003,Clothing,178,179,63.13,55.055,113.215065
2023-11-27,S001-P0003,Clothing,144,524,50.59,55.055,142.8408
2023-11-28,S001-P0003,Clothing,41,382,40.57,55.055,90.005424
2023-11-29,S001-P0003,Clothing,103,341,53.58,55.055,113.8821
2023-11-30,S001-P0003,Clothing,135,1032,56.13,55.055,101.71421
2023-12-01,S001-P0003,Clothing,227,888,63.42,55.055,164.37332
2023-12-02,S001-P0003,Clothing,209,704,67.89,55.055,155.51883
2023-12-03,S001-P0003,Clothing,181,561,74.56,55.055,122.39048
2023-12-04,S001-P0003,Clothing,134,390,65.38,55.055,121.37299
2023-12-05,S001-P0003,Clothing,133,1069,55.85,55.055,121.141075
2023-12-06,S001-P0003,Clothing,183,941,56.96,55.055,166.86278
2023-12-07,S001-P0003,Clothing,123,722,60.14,55.055,122.08505
2023-12-08,S001-P0003,Clothing,92,629,51.71,55.055,122.09073
2023-12-09,S001-P0003,Clothing,162,534,57.15,55.055,139.60783
2023-12-10,S001-P0003,Clothing,201,408,55.83,55.055,136.97275
2023-12-11,S001-P0003,Clothing,203,195,67.3,55.055,109.802345
2023-12-12,S001-P0003,Clothing,181,31,55.9,55.055,165.90504
2023-12-13,S001-P0003,Clothing,130,586,61.44,55.055,133.70769
2023-12-14,S001-P0003,Clothing,133,434,65.25,55.055,133.79362
2023-12-15,S001-P0003,Clothing,71,1195,48.04,55.055,108.770424
2023-12-16,S001-P0003,Clothing,187,1147,61.06,55.055,155.51883
2023-12-17,S001-P0003,Clothing,114,957,55.46,55.055,121.05277
2023-12-18,S001-P0003,Clothing,176,866,55.19,55.055,150.27037
2023-12-19,S001-P0003,Clothing,129,706,58.01,55.055,167.76347
2023-12-20,S001-P0003,Clothing,179,588,66.9,55.055,110.156105
2023-12-21,S001-P0003,Clothing,192,467,65.56,55.055,132.93707
2023-12-22,S001-P0003,Clothing,162,328,67.27,55.055,133.28583
2023-12-23,S001-P0003,Clothing,134,183,59.04,55.055,109.95687
2023-12-24,S001-P0003,Clothing,135,903,59.02,55.055,132.94284
2023-12-25,S001-P0003,Clothing,100,809,55.92,55.055,109.73881
2023-12-26,S001-P0003,Clothing,91,701,48.83,55.055,109.30027
2023-12-27,S001-P0003,Clothing,128,646,51.4,55.055,127.80197
2023-12-28,S001-P0003,Clothing,183,554,67.36,55.055,122.49021
2023-12-29,S001-P0003,Clothing,153,346,62.13,55.055,121.25539
2023-12-30,S001-P0003,Clothing,80,233,49.5,55.055,103.10211
2023-12-31,S001-P0003,Clothing,4,183,40.36,55.055,112.79621
2024-01-01,S001-P0003,Clothing,104,914,59.56,55.055,112.59394
2024-01-02,S001-P0003,Clothing,126,792,54.56,55.055,111.70107
2024-01-03,S001-P0003,Clothing,175,646,69.7,55.055,111.763565
2024-01-04,S001-P0003,Clothing,78,499,54.54,55.055,106.37084
2024-01-05,S001-P0003,Clothing,161,438,53.02,55.055,147.83937
2024-01-06,S001-P0003,Clothing,188,314,54.04,55.055,137.4302
2024-01-07,S001-P0003,Clothing,108,948,57.4,55.055,107.063515
2024-01-08,S001-P0003,Clothing,108,830,54.28,55.055,138.14438
2024-01-09,S001-P0003,Clothing,54,757,45.1,55.055,110.17692
2024-01-10,S001-P0003,Clothing,124,725,45.24,55.055,139.69276
2024-01-11,S001-P0003,Clothing,168,598,54.7,55.055,140.19193
2024-01-12,S001-P0003,Clothing,105,466,59.77,55.055,125.39062
2024-01-13,S001-P0003,Clothing,125,356,63.7,55.055,137.38658
2024-01-14,S001-P0003,Clothing,66,247,49.65,55.055,110.02582
2024-01-15,S001-P0003,Clothing,107,827,51.47,55.055,122.78246
2024-01-16,S001-P0003,Clothing,145,759,57.81,55.055,141.08426
2024-01-17,S001-P0003,Clothing,88,643,50.95,55.055,124.11701
2024-01-18,S001-P0003,Clothing,110,574,60.85,55.055,136.07019
2024-01-19,S001-P0003,Clothing,136,480,59.3,55.055,140.59923
2024-01-20,S001-P0003,Clothing,109,354,57.54,55.055,136.65334
2024-01-21,S001-P0003,Clothing,96,287,52.34,55.055,124.47233
2024-01-22,S001-P0003,Clothing,182,207,59.78,55.055,166.0808
2024-01-23,S001-P0003,Clothing,101,574,59.03,55.055,110.92242
2024-01-24,S001-P0003,Clothing,238,514,76.92,55.055,157.75267
2024-01-25,S001-P0003,Clothing,215,343,81.12,55.055,136.07019
2024-01-26,S001-P0003,Clothing,95,949,55.06,55.055,124.74781
2024-01-27,S001-P0003,Clothing,69,874,50.23,55.055,111.23611
2024-01-28,S001-P0003,Clothing,192,809,65.47,55.055,155.92284
2024-01-29,S001-P0003,Clothing,198,656,73.87,55.055,123.30912
2024-01-30,S001-P0003,Clothing,137,434,59.46,55.055,109.74889
2023-10-03,S001-P0004,Electronics,68,61,103.45,100.08500000000001,96.96045
2023-10-04,S001-P0004,Electronics,100,234,104.02,100.08500000000001,123.28291
2023-10-05,S001-P0004,Electronics,44,124,89.55,100.08500000000001,86.58033
2023-10-06,S001-P0004,Electronics,146,233,113.87,100.08500000000001,97.10344
2023-10-07,S001-P0004,Electronics,75,127,95.74,100.08500000000001,60.223236
2023-10-08,S001-P0004,Electronics,90,309,100.7,100.08500000000001,53.881214
2023-10-09,S001-P0004,Electronics,47,240,81.68,100.08500000000001,51.066376
2023-10-10,S001-P0004,Electronics,38,195,87.64,100.08500000000001,46.454918
2023-10-11,S001-P0004,Electronics,72,155,74.82,100.08500000000001,77.11887
2023-10-12,S001-P0004,Electronics,57,104,85.08,100.08500000000001,48.24177
2023-10-13,S001-P0004,Electronics,44,220,76.25,100.08500000000001,61.066566
2023-10-14,S001-P0004,Electronics,50,171,96.57,100.08500000000001,46.512627
